video_id,url,title,license,relevant,renamed_title,clip_start,clip_end,duration,wandb_clip
vUkK0gXXTgA,https://youtu.be/vUkK0gXXTgA,king whale (2021) #shorts,creativeCommon,True,video_0328.mp4,0,15,15.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22b550>
UcI5kd9oiaY,https://youtu.be/UcI5kd9oiaY,king whale (2021) #shorts,creativeCommon,True,video_0329.mp4,0,13,13.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22b580>
fdmcWj-KE-0,https://youtu.be/fdmcWj-KE-0,Playful Dolphins,creativeCommon,True,video_0330.mp4,0,15,51.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22b5b0>
ad660PBROXE,https://youtu.be/ad660PBROXE,Follow for more video       #reels  #explorepage #explore #youradventuregram #nature #sea #ocean,creativeCommon,True,video_0331.mp4,0,7,7.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22b5e0>
vhTtbLfnjaI,https://youtu.be/vhTtbLfnjaI,The Best Whale compilation! Stunning! Swim with the whales,creativeCommon,True,video_0332.mp4,180,195,234.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22b610>
TA-eEiIPbYk,https://youtu.be/TA-eEiIPbYk,Baleine à bosse au Prêcheur en 2015,creativeCommon,True,video_0333.mp4,0,13,13.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22b640>
rHodTbB-s2w,https://youtu.be/rHodTbB-s2w,amazing videos | 😲😲😯👍,creativeCommon,True,video_0334.mp4,15,30,29.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22b670>
os2SlpNa53g,https://youtu.be/os2SlpNa53g,Beautiful whale song,creativeCommon,True,video_0335.mp4,0,15,26.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22b6a0>
ks6qaJBu-D4,https://youtu.be/ks6qaJBu-D4,DELFIN,creativeCommon,False,video_0336.mp4,0,4,4.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22b6d0>
Lt6NIPvGv7E,https://youtu.be/Lt6NIPvGv7E,Follow for more video       #reels  #explorepage #explore #youradventuregram #nature #sea #ocean,creativeCommon,True,video_0337.mp4,0,7,7.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22b700>
z8zX3Hi9m0Y,https://youtu.be/z8zX3Hi9m0Y,Whale watching at Digby Canada | Digby Nova Scotia | Bay of Fundy,creativeCommon,False,video_0338.mp4,5,20,33.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22b730>
5vJ2wP3v4qA,https://youtu.be/5vJ2wP3v4qA,Whale Watching Maui 2020 With Pacific Whale Foundation Hawaii,creativeCommon,True,video_0339.mp4,65,80,138.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22b760>
C94uYBtnHd0,https://youtu.be/C94uYBtnHd0,king whale (2021) #shorts,creativeCommon,True,video_0340.mp4,0,15,15.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22b790>
MUSDnCjnQh8,https://youtu.be/MUSDnCjnQh8,21 WHALES,creativeCommon,True,video_0341.mp4,455,470,581.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22b7c0>
Bju8uJVn5h0,https://youtu.be/Bju8uJVn5h0,whale time,creativeCommon,True,video_0342.mp4,225,240,348.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22b250>
BWRHCnqPIxs,https://youtu.be/BWRHCnqPIxs,whale sound (2021) #shorts# amazing sound wanle,creativeCommon,False,video_0343.mp4,0,14,14.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22b820>
kchIVHuCSmk,https://youtu.be/kchIVHuCSmk,Whale season is open !,creativeCommon,False,video_0344.mp4,0,15,15.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22b2b0>
Rfu7-Fa1H6A,https://youtu.be/Rfu7-Fa1H6A,Sitisfying Mix #asmr​ #oddly​ satisfying #satisfying​ #shorts,creativeCommon,True,video_0345.mp4,0,13,13.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22b880>
5uyhW8t8Rrs,https://youtu.be/5uyhW8t8Rrs,Whale Watching - On The Bar Harbor Whale Watch Tour,creativeCommon,True,video_0346.mp4,162,177,508.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22b8b0>
xTnB5qm1JQg,https://youtu.be/xTnB5qm1JQg,Stunning Beautiful Amazing Words Just Don&#39;t Do It Ustice,creativeCommon,False,video_0347.mp4,5,20,34.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22b8e0>
4EmhKIz6aKY,https://youtu.be/4EmhKIz6aKY,Dreamer the Dark Whale,creativeCommon,False,video_0348.mp4,369,384,391.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22b910>
GPQL8QDRcd4,https://youtu.be/GPQL8QDRcd4,"Underwater Mother &amp; Calf Humpbacks Maui, Hawaii",creativeCommon,True,video_0349.mp4,25,40,445.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22b940>
ReTPJQOvdW4,https://youtu.be/ReTPJQOvdW4,New video whale jumping,creativeCommon,True,video_0350.mp4,60,75,93.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22b970>
RaO78zpLE28,https://youtu.be/RaO78zpLE28,whale safari Skjervøy,creativeCommon,False,video_0352.mp4,225,240,451.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22b9a0>
84ZX_joirqY,https://youtu.be/84ZX_joirqY,Best Asian Fishing Video 🐟 Amazing Fishing  #shorts #fish #fishing #tiktok,creativeCommon,True,video_0353.mp4,0,11,11.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22b9d0>
mCI6gYzcePI,https://youtu.be/mCI6gYzcePI,Southern Right Whales,creativeCommon,False,video_0354.mp4,102,117,139.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22ba00>
eWasRoRfQlk,https://youtu.be/eWasRoRfQlk,WHALE CHASING,creativeCommon,True,video_0355.mp4,248,263,330.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22ba30>
9JPOjPQnRgI,https://youtu.be/9JPOjPQnRgI,Whale amazing beautiful nature with global music,creativeCommon,False,video_0356.mp4,0,11,11.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22ba60>
4gkBL4DheXY,https://youtu.be/4gkBL4DheXY,wow activity animal in the world #shorts 2022-2023,creativeCommon,True,video_0357.mp4,0,12,12.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22ba90>
NibxfMBtnZw,https://youtu.be/NibxfMBtnZw,whale sound (2021) #shorts# amazing sound wanle,creativeCommon,False,video_0358.mp4,1,16,19.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22bac0>
RhiuKok0QS0,https://youtu.be/RhiuKok0QS0,#Covididiots Durdle Door Jumpers before the accident 30.05.20 Cliff Jump #tombstoning,creativeCommon,False,video_0359.mp4,163,178,337.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22b7f0>
pTB-Q3ke4QA,https://youtu.be/pTB-Q3ke4QA,WHALE SHARK SPRAY PAINT ART by Spray Art Eden スプレーペイントアートエデン,creativeCommon,False,video_0361.mp4,161,176,435.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22bb20>
jyy4XzpOULU,https://youtu.be/jyy4XzpOULU,Bubble Rings vs Whale Shark,creativeCommon,False,video_0362.mp4,36,51,61.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22b850>
802iuIJ5WzA,https://youtu.be/802iuIJ5WzA,Whale between Napasoq and Atammik,creativeCommon,True,video_0363.mp4,45,60,57.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22bb80>
nPYp6-h6_zE,https://youtu.be/nPYp6-h6_zE,What is CHARISMATIC MEGAFAUNA? What does CHARISMATIC MEGAFAUNA mean?,creativeCommon,False,video_0364.mp4,110,125,176.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22bbb0>
H-ILCKpD4lY,https://youtu.be/H-ILCKpD4lY,Listening to Orcas off Vancouver Island with a Hydrophone,creativeCommon,False,video_0365.mp4,6,21,25.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22bbe0>
4aqHe52WEHE,https://youtu.be/4aqHe52WEHE,Name the interaction between a whale and the barnacles growing on its back.,creativeCommon,False,video_0366.mp4,49,64,161.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22bc10>
SQW7mTY0e70,https://youtu.be/SQW7mTY0e70,145 pilot whales dead after mass stranding on Stewart Island,creativeCommon,False,video_0367.mp4,6,21,39.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22bc40>
ptDOe8ffg-8,https://youtu.be/ptDOe8ffg-8,Whale Tuba!!,creativeCommon,False,video_0368.mp4,35,50,56.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22bc70>
pTs_4u97OoE,https://youtu.be/pTs_4u97OoE,What is SPINDLE NEURON? What does SPINDLE NEURON mean? SPINDLE NEURON meaning &amp; explanation,creativeCommon,False,video_0369.mp4,191,206,218.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22bca0>
UF1uVtklwnA,https://youtu.be/UF1uVtklwnA,Knölvalen i fiskdammen,creativeCommon,False,video_0370.mp4,206,221,234.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22bcd0>
3_VrVM2YOzg,https://youtu.be/3_VrVM2YOzg,Grey whale mother between the boats - Laguna Ojo de Liebre 0 Thore Noernberg Whale Watching,creativeCommon,False,video_0371.mp4,14,29,40.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22bd00>
2cKovaSemkg,https://youtu.be/2cKovaSemkg,WHALE Diving Silicone Mask from Gearbest.com,creativeCommon,False,video_0372.mp4,28,43,53.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22bd30>
iI1voQK_wO4,https://youtu.be/iI1voQK_wO4,Whale Stranding Rescue Effort 9-1-12 Full Version,creativeCommon,False,video_0373.mp4,63,78,134.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22bd60>
SYYJVlxrw0I,https://youtu.be/SYYJVlxrw0I,Loch Ness Monster Mystery SOLVED?,creativeCommon,False,video_0375.mp4,37,52,105.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22bd90>
mV9mN0I1DDg,https://youtu.be/mV9mN0I1DDg,Sky Whale 🐋  / Acrylic Painting For Beginners / Step By Step #253 / Satisfying Art ASMR,creativeCommon,False,video_0376.mp4,11,26,513.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22bdc0>
UMcE4tc6LSE,https://youtu.be/UMcE4tc6LSE,Your Earth Is Blue: Coral Bleaching,creativeCommon,False,video_0377.mp4,106,121,127.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22bdf0>
GyTW0WVHOHI,https://youtu.be/GyTW0WVHOHI,Mozambique: Whale shark near Barra Beach,creativeCommon,False,video_0378.mp4,10,25,42.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22be20>
Inbit6wNU0k,https://youtu.be/Inbit6wNU0k,TOP SHOTS 6: Lo Mejor de la Ciencia Reciente,creativeCommon,False,video_0379.mp4,198,213,273.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22be50>
EwVD8iiHdm0,https://youtu.be/EwVD8iiHdm0,The Whales Are Gathering (improvised) | Song A Day #4602,creativeCommon,False,video_0380.mp4,61,76,89.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22b100>
GMQbQZ_lcUY,https://youtu.be/GMQbQZ_lcUY,John Dumas on Digeridoo Celebration Whales,creativeCommon,False,video_0381.mp4,19,34,38.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22beb0>
RLqmMt_eR_M,https://youtu.be/RLqmMt_eR_M,AMAZING Swimming With WHALE SHARKS ~ Must Do in La Paz // Truck Camper Living in Baja // CtW S2 E26,creativeCommon,False,video_0382.mp4,300,315,385.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22b0a0>
rBjkAATYwYM,https://youtu.be/rBjkAATYwYM,நியூசவுத் வேல்ஸ் பகுதியில் தென்பட்ட 100 திமிங்கலங்கள் | Blue Whale,creativeCommon,True,video_0383.mp4,5,20,38.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22bf10>
oTuPSptpvEw,https://youtu.be/oTuPSptpvEw,Un baleineau vient a notre rencontre,creativeCommon,True,video_0384.mp4,0,15,69.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22be80>
b4EDoK6A-pU,https://youtu.be/b4EDoK6A-pU,How to Draw a whale,creativeCommon,False,video_0386.mp4,139,154,364.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22bf70>
WZrqC0pRKrs,https://youtu.be/WZrqC0pRKrs,How to draw a blue whale,creativeCommon,False,video_0387.mp4,53,68,71.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22bee0>
qu3Wz1zploc,https://youtu.be/qu3Wz1zploc,How to draw a whale,creativeCommon,False,video_0389.mp4,27,42,102.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22bfd0>
c54SjBDshec,https://youtu.be/c54SjBDshec,Cheapest Place for Shopping in Iceland | Whale watching tour - Reykjavik,creativeCommon,False,video_0390.mp4,416,431,863.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22bf40>
Z4YaphCbNcw,https://youtu.be/Z4YaphCbNcw,Honorary doctorate 2021: Prof. Peter L. Tyack (Faculty of Natural Sciences and Technical Sciences),creativeCommon,True,video_0391.mp4,40,55,189.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22baf0>
JfG_sPCQVO0,https://youtu.be/JfG_sPCQVO0,7  Vanessa Pirotta   Australia   Famelab Final 2018,creativeCommon,False,video_0392.mp4,47,62,179.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22bfa0>
j0i5JVsooXU,https://youtu.be/j0i5JVsooXU,WATCH THIS! Orcas and White Shark IN South Australia!,creativeCommon,False,video_0393.mp4,330,345,357.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e22bb50>
baI-Tb0Qsrc,https://youtu.be/baI-Tb0Qsrc,दुनिया का सबसे intelligent मछली | Amazing Facts in Hindi | #shorts,creativeCommon,False,video_0394.mp4,12,27,31.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e234100>
2_xHUYgnzFI,https://youtu.be/2_xHUYgnzFI,How many teeth does a Blue whale has?,creativeCommon,False,video_0395.mp4,72,87,170.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e234130>
CuBF8n7dMD4,https://youtu.be/CuBF8n7dMD4,Swim with giant whale shark: Australia 🇦🇺 Ningaloo,creativeCommon,False,video_0396.mp4,26,41,106.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e234160>
05cM_7MeURo,https://youtu.be/05cM_7MeURo,Sailing Ocean Documentary| Dolphin Slaughter - Ocean Conservation SV AulaniAloha,creativeCommon,False,video_0397.mp4,131,146,323.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e234190>
kbJRxqIgEZ4,https://youtu.be/kbJRxqIgEZ4,Scientists Discover |  Different Kind of Killer Whale Off Chile,creativeCommon,False,video_0398.mp4,18,33,44.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e2341c0>
DIpxkm5UzDM,https://youtu.be/DIpxkm5UzDM,Animated Whale by Animal Makers,creativeCommon,False,video_0399.mp4,0,14,14.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e2341f0>
q2m2rUhrfm8,https://youtu.be/q2m2rUhrfm8,Channel Islands National Marine Sanctuary Overview,creativeCommon,True,video_0401.mp4,180,195,240.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e234220>
sIppbN0Fhf0,https://youtu.be/sIppbN0Fhf0,تعليم اللغة الانجليزية موضوع عن الحوت whale,creativeCommon,False,video_0402.mp4,148,163,325.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e234070>
NCLpa6hQx-s,https://youtu.be/NCLpa6hQx-s,"Whales.#Киты -великаны,их величие.",creativeCommon,True,video_0403.mp4,5,20,136.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e234280>
q9P2tBTjTbE,https://youtu.be/q9P2tBTjTbE,Cartoon | Chicken Stew | English | 392 | Whale Buddy Back To The Sea,creativeCommon,False,video_0404.mp4,392,407,781.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e2340d0>
mmcvGpFJKhE,https://youtu.be/mmcvGpFJKhE,"Barra De Potosi, Mexico 1080HD",creativeCommon,False,video_0405.mp4,128,143,146.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e2342e0>
QUsoByNEuHU,https://youtu.be/QUsoByNEuHU,"Plavanje z morskimi psi kitovci (Whale Shark) - Oslob, FIlipini",creativeCommon,False,video_0406.mp4,7,22,23.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e234310>
OPxiPC8_piI,https://youtu.be/OPxiPC8_piI,Orcas with the Mackays of Port McNeill (HD),creativeCommon,False,video_0407.mp4,23,38,178.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e234340>
eeBJ3e4GzKE,https://youtu.be/eeBJ3e4GzKE,Clash of Clans - A WHALE FAIL!,creativeCommon,False,video_0408.mp4,41,56,58.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e234370>
ZG7k-wf95DU,https://youtu.be/ZG7k-wf95DU,Bar Harbor Maine Must Do - Virtual Tour -  Best Thing to Do in Bar Harbor Maine - Shore Path Trail,creativeCommon,False,video_0409.mp4,359,374,423.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e2343a0>
zVOPDBHEpPc,https://youtu.be/zVOPDBHEpPc,Ship to Hawaii: Shipping Updates (International Hawaii),creativeCommon,False,video_0410.mp4,1412,1427,1572.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e2343d0>
9ucl8OsXqKo,https://youtu.be/9ucl8OsXqKo,Orcas,creativeCommon,False,video_0412.mp4,159,174,362.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e234400>
hzD1O0BBOxs,https://youtu.be/hzD1O0BBOxs,Ryhävalas kala-altaassa,creativeCommon,False,video_0413.mp4,25,40,234.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e234430>
Mt-vCEnvDhM,https://youtu.be/Mt-vCEnvDhM,KHU VƯỜN BỎ HOANG CỦA MEOWPEO BÂY GIỜ RA SAO KHÁM PHÁ TÍNH NĂNG BỊ LÃNG QUÊN TRONG MINI WORLD,creativeCommon,False,video_0415.mp4,809,824,936.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e234460>
Zs8q7bwfEF8,https://youtu.be/Zs8q7bwfEF8,"Fr., 08/10/18 [1Box RT] #27 - 2016 Panini SPECTRA Soccer (Football)",creativeCommon,False,video_0416.mp4,186,201,479.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e234490>
o1dxJ-CTyr8,https://youtu.be/o1dxJ-CTyr8,Exponential Growth &amp; Exponential Decay,creativeCommon,False,video_0417.mp4,625,640,930.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e2344c0>
fpPIDGAAJeU,https://youtu.be/fpPIDGAAJeU,Webinar: Improved decision-making for the moana,creativeCommon,False,video_0418.mp4,2252,2267,3468.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e2344f0>
54b3r7OFriA,https://youtu.be/54b3r7OFriA,"What is SCRIMSHAW? What does SCRIMSHAW mean? SCRIMSHAW meaning, definition &amp; explanation",creativeCommon,False,video_0420.mp4,162,177,493.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e234520>
bwjyeCqWaVs,https://youtu.be/bwjyeCqWaVs,Dinosaur Submarine 🤿 -  Exploration Games For Sea Curious Children | Kids Learning |  Yateland,creativeCommon,False,video_0421.mp4,2,17,1308.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e234250>
i1oxr-y6Irc,https://youtu.be/i1oxr-y6Irc,Stories from the Blue: Million Waves Project,creativeCommon,False,video_0422.mp4,141,156,378.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e234580>
f7GmxUSciPg,https://youtu.be/f7GmxUSciPg,H5P Dialog Cards,creativeCommon,False,video_0423.mp4,173,188,516.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e2342b0>
cnEIRM9fIq4,https://youtu.be/cnEIRM9fIq4,"What is BAIT BALL? What does BAIT BALL mean? BAIT BALL meaning, definition &amp; explanation",creativeCommon,False,video_0424.mp4,157,172,441.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e2345e0>
K1RzTZI9p5U,https://youtu.be/K1RzTZI9p5U,El Secreto del Sueño: Un mito aborigen australiano de la creación,creativeCommon,False,video_0425.mp4,117,132,620.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e234610>
XIhVygewzsM,https://youtu.be/XIhVygewzsM,The World&#39;s Strangest Capital Cities,creativeCommon,False,video_0427.mp4,47,62,475.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e234640>
nYGZBz5iqe8,https://youtu.be/nYGZBz5iqe8,#HealyHustle | The Elephant Story - What do Elephants and Real Estate have in common?,creativeCommon,False,video_0428.mp4,139,154,189.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e234670>
uL8pTh8exNI,https://youtu.be/uL8pTh8exNI,하와이 캠핑 빅아일랜드 스펜서 비치파크 (Feat. 마할로의 시크릿 비치도 공개합니다),creativeCommon,False,video_0429.mp4,283,298,664.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e2346a0>
NG6uz2OTLUE,https://youtu.be/NG6uz2OTLUE,Sammy&#39;s Science House 11 3 2020 2 25 44 PM,creativeCommon,False,video_0430.mp4,27,42,672.0,<wandb.sdk.data_types.video.Video object at 0x7fa67e2346d0>
